Rank,Player Name,Team,Pos,GP,MIN,Position Group,PTS,PTS_Grade,FG%,FG%_Grade,FT%,FT%_Grade,3P%,3P%_Grade,REB,REB_Grade,AST,AST_Grade,STL,STL_Grade,BLK,BLK_Grade,OVR_Grade
178,Braden Smith,Purdue,G,29,36.6,G,16.0,95,44.6,84,82.9,87,39.5,88,4.5,90,8.7,99,2.4,99,0.2,80,90
179,Sami Pissis,New Hampshire,G,29,27.8,G,16.0,95,35.4,69,74.8,80,30.7,77,3.6,84,2.7,85,0.9,80,0.1,75,80
180,Rickey Bradley Jr.,VMI,G,31,33.5,G,16.0,95,43.3,82,79.2,84,36.8,84,4.7,92,2.8,86,1.4,90,0.1,75,86
181,Brandon Weston,Tennessee State,G,24,31.9,G,16.0,95,44.4,84,84.2,88,30.9,77,4.8,92,1.8,79,1.4,90,0.2,80,85
182,Tayshawn Comer,Evansville,G,31,35.8,G,16.0,95,39.0,75,77.6,82,31.4,78,3.7,85,4.1,96,1.2,86,0.2,80,84
183,Josh Scovens,Army,F,27,32.8,F,16.0,99,46.0,75,66.7,80,27.6,81,4.4,80,1.8,90,1.0,91,1.3,95,86
184,Jahmyl Telfort,Butler,F,29,35.1,F,16.0,99,46.4,76,78.8,89,36.0,86,4.7,81,3.4,99,0.9,88,0.3,74,86
185,Isaiah Swope,Saint Louis,G,28,36.5,G,15.9,95,41.1,78,74.7,80,34.3,81,3.1,81,4.5,99,1.2,86,0.1,75,84
186,Elijah Fisher,Pacific,G,32,33.7,G,15.9,95,48.7,91,74.0,79,30.2,76,4.9,93,1.5,76,0.7,76,0.3,84,83
187,Derik Queen,Maryland,C,29,29.9,C,15.9,99,53.4,75,76.5,91,8.3,76,9.0,97,2.0,94,1.1,99,1.0,81,89
188,Andrew Cook,Eastern Washington,G,29,29.4,G,15.9,95,54.6,99,88.0,91,21.4,66,3.6,84,1.9,79,1.3,88,0.2,80,85
189,Jeremiah Fears,Oklahoma,G,29,29.6,G,15.9,95,43.5,82,83.7,87,27.1,73,4.1,87,4.1,96,1.6,94,0.1,75,86
190,Kelton Talford,Winthrop,F,31,27.5,F,15.8,99,64.4,96,66.5,80,0.0,66,7.7,96,0.9,78,1.0,91,0.7,82,86
191,Jaden Seymour,East Tennessee State,F,29,30.2,F,15.8,99,42.1,71,73.2,85,31.3,84,6.6,91,2.1,94,0.9,88,1.1,90,87
192,Ryan Conwell,Xavier,G,29,32.6,G,15.8,95,43.6,83,81.8,86,39.9,88,2.9,79,2.4,83,1.4,90,0.2,80,85
193,Richie Saunders,BYU,F,28,29.0,F,15.8,99,52.1,82,76.6,87,44.0,91,4.3,80,1.5,86,1.2,96,0.4,76,87
194,Colby Duggan,Campbell,F,31,27.6,F,15.8,99,46.5,76,73.5,85,34.2,85,3.3,75,1.3,84,0.5,77,0.3,74,81
195,Max Brooks,UMass Lowell,F,30,30.0,F,15.8,99,70.3,99,72.0,84,0.0,66,7.8,96,1.4,85,0.9,88,2.6,99,89
196,Justice Shoats,Siena,G,29,36.0,G,15.8,95,43.1,82,73.1,78,34.0,81,2.8,78,4.4,98,1.8,99,0.4,89,87
197,TJ Hurley,Vermont,G,28,31.8,G,15.8,95,42.5,81,88.7,92,38.3,86,2.5,76,1.3,75,0.8,78,0.3,84,83
198,Nick Davidson,Nevada,F,29,32.8,F,15.8,99,50.7,81,70.0,83,39.0,88,6.3,89,2.9,99,0.9,88,1.1,90,89
199,Tae Davis,Notre Dame,F,29,31.1,F,15.8,99,49.7,79,73.5,85,34.8,86,5.4,85,1.8,90,0.6,80,0.1,69,84
200,Trey Robinson,Northern Kentucky,G,31,30.7,G,15.7,94,48.8,91,64.9,71,29.1,75,6.1,99,1.8,79,1.6,94,0.5,93,87
201,Rowan Brumbaugh,Tulane,G,29,34.6,G,15.7,94,41.8,80,81.7,86,36.2,84,3.8,85,4.7,99,1.3,88,0.1,75,86
202,Kameron Hobbs,Morgan State,G,28,30.8,G,15.7,94,44.3,84,85.1,88,34.5,82,3.4,83,2.5,84,1.2,86,0.0,71,84
203,Jarvis Walker,IUPUI,G,31,32.1,G,15.7,94,38.9,75,80.6,85,34.5,82,2.8,78,2.8,86,1.2,86,0.1,75,82
204,Josh Bascoe,Bucknell,G,31,36.3,G,15.7,94,43.9,83,76.3,81,39.3,87,3.7,85,4.4,98,1.4,90,0.1,75,86
205,Mister Dean,USC Upstate,G,30,23.3,G,15.7,94,57.0,99,58.5,66,25.0,70,5.4,96,1.4,76,2.1,99,0.7,99,87
206,Kobe Sanders,Nevada,G,29,31.1,G,15.7,94,46.7,88,78.5,83,37.3,85,3.6,84,4.3,97,1.1,84,0.2,80,86
207,Otega Oweh,Kentucky,G,29,28.1,G,15.7,94,48.8,91,76.6,81,33.8,81,4.6,91,1.6,77,1.4,90,0.5,93,87
208,Kenyon Giles,UNC Greensboro,G,29,29.6,G,15.7,94,45.5,86,79.6,84,40.7,89,3.0,80,1.8,79,1.1,84,0.1,75,83
209,CJ Huntley,Appalachian State,F,30,33.5,F,15.6,98,49.4,79,68.7,82,35.1,86,7.9,97,1.1,81,0.6,80,0.7,82,85
210,Robert Davis Jr.,Old Dominion,G,30,35.9,G,15.6,94,34.3,67,85.2,89,33.0,80,2.4,76,1.8,79,0.8,78,0.1,75,79
211,Adou Thiero,Arkansas,F,26,28.3,F,15.6,98,54.8,85,68.8,82,26.2,81,6.0,88,2.0,93,1.7,99,0.8,84,88
212,Nick Townsend,Yale,F,26,29.8,F,15.6,98,53.4,83,74.8,86,48.0,93,7.3,94,3.5,99,0.7,82,0.2,71,88
213,Pierre Brooks II,Butler,F,29,33.4,F,15.6,98,47.8,77,79.8,90,35.3,86,4.9,82,1.9,92,0.4,74,0.1,69,83
214,Dedan Thomas Jr.,UNLV,G,26,35.8,G,15.6,94,41.3,79,72.1,78,35.3,83,2.0,73,4.7,99,0.7,76,0.1,75,82
215,Marcus Johnson,Bowling Green,F,28,31.1,F,15.6,98,42.4,71,90.1,97,37.9,87,4.9,82,1.7,89,0.8,85,0.2,71,85
216,Bent Leuchten,UC Irvine,C,30,26.1,C,15.6,99,55.3,77,82.4,96,50.0,96,8.9,96,1.6,89,0.5,83,1.4,88,90
217,Norchad Omier,Baylor,F,29,30.9,F,15.6,98,56.3,87,75.5,87,28.1,82,10.4,99,1.6,88,1.3,99,1.0,88,91
218,Jeff Planutis,Mercer,F,31,33.5,F,15.5,98,46.9,76,88.5,96,41.2,89,2.5,71,1.7,89,1.4,99,0.2,71,86
219,Cooper Schwieger,Valparaiso,F,31,32.2,F,15.5,98,49.1,79,84.8,93,30.2,83,7.6,95,1.0,80,0.5,77,1.8,99,88
220,Jermahri Hill,Ball State,G,29,32.4,G,15.5,94,42.9,81,67.0,73,23.5,68,5.2,95,3.3,90,0.9,80,0.3,84,83
221,Toyaz Solomon,UNC Asheville,F,30,31.4,F,15.5,98,59.8,90,62.1,77,30.0,83,7.2,94,1.7,89,1.0,91,1.7,99,90
222,Sam Lewis,Toledo,G,29,30.9,G,15.5,94,46.5,87,75.0,80,43.0,92,4.8,92,1.2,74,0.6,74,0.4,89,85
223,Desmond Claude,Southern California,G,27,32.0,G,15.5,94,48.8,91,75.6,80,34.0,81,3.5,83,4.1,96,0.7,76,0.2,80,85
224,Cameron Hildreth,Wake Forest,G,28,33.9,G,15.5,94,45.3,85,82.6,86,35.0,82,3.9,86,2.8,86,1.6,94,0.3,84,87
225,Rasheer Fleming,Saint Joseph's,F,29,31.2,F,15.4,98,56.8,87,70.6,83,42.9,90,8.7,99,1.3,84,1.4,99,1.6,99,92
226,Kaseem Watson,Delaware State,F,27,32.3,F,15.4,98,51.4,81,77.0,88,38.7,88,5.8,87,1.7,89,1.0,91,0.1,69,86
227,Earl Timberlake,Bryant,G,28,36.0,G,15.4,94,48.8,91,71.1,77,36.0,83,8.6,99,4.7,99,1.0,82,1.8,99,90
228,Darius Johnson,UCF,G,29,34.0,G,15.4,94,42.2,80,80.9,85,40.0,88,3.2,81,4.2,97,2.2,99,0.2,80,88
229,Kaleb Banks,Tulane,F,28,31.4,F,15.4,98,51.9,82,75.2,86,35.0,86,7.0,93,1.0,80,0.9,88,1.3,95,88
230,Sonny Wilson,Toledo,G,29,32.6,G,15.4,94,51.8,96,67.3,73,40.7,89,4.5,90,3.2,89,0.8,78,0.1,75,85
231,Jack Karasinski,Bellarmine,F,24,21.9,F,15.4,98,53.4,83,77.3,88,38.5,88,2.8,72,1.1,81,0.1,66,0.3,74,81
232,Jasai Miles,North Florida,G,32,31.6,G,15.4,94,42.5,81,63.2,70,33.5,80,6.8,99,1.9,79,0.6,74,0.5,93,83
233,Isaiah Coleman,Seton Hall,G,27,33.8,G,15.4,94,38.4,74,75.8,81,32.2,79,5.4,96,1.7,78,1.6,94,0.1,75,83
234,Kasparas Jakucionis,Illinois,G,28,31.5,G,15.4,94,46.0,86,83.6,87,33.3,80,5.6,98,4.8,99,0.9,80,0.3,84,88
235,Javontae Campbell,Bowling Green,G,28,30.2,G,15.4,94,52.1,96,76.8,81,27.3,73,3.9,86,2.9,87,2.9,99,0.3,84,87
236,Gabriel Pozzato,Evansville,F,23,35.2,F,15.3,98,45.3,75,70.5,83,31.9,84,4.4,80,1.4,85,1.3,99,0.3,74,84
237,Johnathan Lawson,Little Rock,G,31,37.2,G,15.3,93,44.0,83,78.6,83,42.5,91,5.3,96,3.5,91,1.7,97,0.7,99,91
238,Joe Bamisile,VCU,G,29,26.4,G,15.3,93,46.6,87,64.1,71,31.8,78,5.3,96,2.1,81,1.2,86,0.8,99,86
239,John Blackwell,Wisconsin,G,29,30.8,G,15.3,93,46.5,87,80.2,84,33.1,80,5.0,94,2.2,82,0.9,80,0.1,75,84
240,Tytan Anderson,Northern Iowa,G,31,30.0,G,15.3,93,57.9,99,71.1,77,26.5,72,6.5,99,2.5,84,1.2,86,0.6,97,88
241,Josh Banks,UNC Asheville,G,28,31.1,G,15.3,93,40.9,78,78.7,83,35.9,83,3.7,85,1.5,76,0.6,74,0.4,89,82
242,VonCameron Davis,Kent State,F,28,29.4,F,15.3,98,44.9,74,74.0,86,37.6,87,3.7,77,2.1,94,1.3,99,0.3,74,86
243,Amarr Knox,Alabama State,G,29,29.1,G,15.3,93,41.6,79,75.8,81,31.4,78,2.1,74,2.4,83,1.7,97,0.0,71,82
244,Sean Durugordon,Old Dominion,G,31,31.5,G,15.3,93,44.6,84,77.5,82,30.1,76,8.6,99,0.9,72,1.3,88,0.4,89,85
245,Gabe Madsen,Utah,G,29,29.2,G,15.2,93,38.1,74,85.1,88,32.7,79,2.4,76,2.6,85,0.9,80,0.1,75,81
246,Max Shulga,VCU,G,29,32.0,G,15.2,93,45.2,85,76.9,82,42.6,91,5.8,99,3.9,94,1.8,99,0.1,75,89
247,Asa Newell,Georgia,F,29,28.7,F,15.2,97,55.0,85,74.5,86,30.3,83,6.8,92,1.0,80,1.1,93,1.1,90,88
248,Nick Dorn,Elon,G,25,30.8,G,15.2,93,37.4,72,80.5,85,35.1,82,3.8,85,0.8,71,0.3,67,0.0,71,78
249,Xavier Bell,Wichita State,G,28,28.6,G,15.2,93,42.0,80,88.0,91,36.5,84,3.0,80,1.3,75,1.0,82,0.4,89,84
250,Sean Pedulla,Ole Miss,G,29,33.1,G,15.2,93,43.8,83,81.3,85,40.4,89,3.6,84,3.8,94,1.9,99,0.2,80,88
251,Mark Freeman,James Madison,G,31,29.6,G,15.2,93,42.2,80,80.7,85,34.1,81,2.5,76,3.2,89,0.8,78,0.0,71,81
252,Augustinas Kiudulas,VMI,F,28,29.0,F,15.1,97,42.7,72,80.6,90,31.5,84,6.4,90,1.6,88,0.9,88,0.5,78,85
253,Kobe Stewart,Presbyterian,G,31,33.0,G,15.1,93,48.2,90,77.8,82,34.6,82,5.1,94,2.6,85,1.2,86,0.4,89,87
254,Marcus Williams,San Francisco,G,31,30.7,G,15.1,93,48.3,90,74.4,79,41.4,90,3.6,84,4.3,97,1.5,92,0.4,89,89
255,Wade Taylor IV,Texas A&M,G,25,30.2,G,15.1,93,35.8,70,86.6,90,32.4,79,2.9,79,4.6,99,1.4,90,0.1,75,84
256,Terrence Edwards Jr.,Louisville,G,29,31.8,G,15.1,93,43.3,82,78.5,83,32.2,79,4.0,87,2.7,85,0.7,76,0.2,80,83
257,AJ Dancler,Le Moyne,G,29,31.8,G,15.1,93,44.6,84,77.3,82,41.6,90,3.7,85,3.4,91,1.1,84,0.2,80,86
258,Chase Walker,Illinois State,F,30,24.2,F,15.1,97,58.1,89,70.4,83,40.0,89,6.0,88,2.1,94,0.6,80,0.3,74,86
259,Dallion Johnson,Florida Gulf Coast,G,31,33.2,G,15.1,93,42.5,81,88.6,91,37.7,85,2.4,76,1.2,74,0.7,76,0.1,75,81
260,EJ Farmer,Youngstown State,G,24,28.3,G,15.1,93,41.3,79,82.1,86,26.2,71,4.1,87,1.2,74,0.8,78,0.3,84,81
261,Damoni Harrison,Southern Indiana,G,27,33.7,G,15.1,93,43.1,82,78.8,83,40.9,89,5.5,97,1.3,75,0.9,80,0.2,80,84
262,Jestin Porter,Middle Tennessee,G,29,33.4,G,15.1,93,41.1,78,81.4,85,37.4,85,2.9,79,1.2,74,1.2,86,0.2,80,82
263,Ja'Kobi Gillespie,Maryland,G,29,31.1,G,15.1,93,47.4,89,86.1,89,41.5,90,2.7,78,4.8,99,1.8,99,0.1,75,89
264,Bryson Dawkins,Houston Christian,G,30,31.0,G,15.1,93,44.7,84,54.0,62,32.9,80,4.9,93,1.3,75,0.9,80,0.4,89,82
265,Jayland Randall,Southern Indiana,G,27,29.2,G,15.0,93,42.4,81,78.1,83,37.5,85,3.3,82,1.4,76,1.4,90,0.4,89,84
266,Julian Mackey,Houston Christian,G,29,27.0,G,15.0,93,41.5,79,80.5,85,36.7,84,2.6,77,1.5,76,0.9,80,0.3,84,82
267,Trey Fort,Samford,G,31,24.5,G,15.0,93,45.5,86,73.8,79,39.5,88,3.7,85,1.4,76,0.9,80,0.3,84,83
268,Nate Calmese,Washington State,G,31,30.0,G,15.0,93,47.3,89,68.7,75,27.3,73,3.1,81,4.1,96,1.5,92,0.1,75,84
269,Taryn Todd,Arkansas State,G,31,30.0,G,15.0,93,39.5,76,67.2,73,32.1,79,4.7,92,3.3,90,1.2,86,0.7,99,86
270,Johnny Kinziger,Illinois State,G,30,32.8,G,15.0,93,44.3,84,89.9,93,38.8,87,3.8,85,3.0,88,1.0,82,0.2,80,86
271,Corey McKeithan,La Salle,G,29,33.9,G,14.9,93,40.8,78,88.9,92,35.0,82,3.1,81,2.5,84,0.8,78,0.2,80,83
272,Dominick Nelson,Utah Valley,G,28,30.0,G,14.9,93,45.7,86,69.3,75,29.6,76,5.5,97,1.8,79,0.9,80,0.7,99,85
273,Solo Ball,Connecticut,G,29,31.9,G,14.9,93,44.9,85,82.4,86,43.6,93,3.6,84,1.6,77,0.8,78,0.3,84,85
274,Chance McMillian,Texas Tech,G,27,34.1,G,14.9,93,52.7,97,88.2,91,43.9,93,4.2,88,1.7,78,0.8,78,0.1,75,86
275,David Green,Rhode Island,F,25,28.0,F,14.9,97,48.7,78,80.0,90,43.9,91,5.9,87,1.1,81,0.4,74,0.8,84,85
276,Kory Mincy,Presbyterian,G,31,31.6,G,14.9,93,40.0,77,79.2,84,36.3,84,2.7,78,4.4,98,1.6,94,0.1,75,85
277,Dominique Ford,Southern Utah,SG,23,27.1,Unknown,14.9,90,42.4,78,88.4,90,32.6,86,2.9,78,1.4,88,0.9,88,0.1,74,84
278,Darrion Williams,Texas Tech,F,27,30.3,F,14.9,97,44.7,74,84.9,94,35.0,86,5.3,84,4.0,99,1.3,99,0.4,76,88
279,Lance Terry,Georgia Tech,G,26,34.1,G,14.8,92,43.1,82,72.7,78,35.4,83,2.9,79,1.6,77,1.2,86,0.2,80,82
280,Tanner Thomas,Sacred Heart,F,24,30.5,F,14.8,96,46.4,76,73.5,85,39.3,88,6.4,90,1.4,85,0.5,77,0.5,78,84
281,Max Green,Holy Cross,G,30,34.3,G,14.8,92,42.0,80,69.9,76,37.1,85,5.4,96,3.5,91,0.8,78,0.3,84,85
282,Isaac Bruns,South Dakota,G,31,23.6,G,14.8,92,46.4,87,84.8,88,32.4,79,4.3,89,0.6,70,0.9,80,0.0,71,82
283,AJ Lopez,Maine,G,30,30.7,G,14.8,92,48.1,90,90.7,93,42.5,91,2.4,76,1.3,75,0.8,78,0.1,75,83
284,L.J. Cryer,Houston,G,29,32.2,G,14.8,92,41.4,79,92.1,94,41.3,90,2.2,74,2.0,80,0.8,78,0.1,75,82
285,Jeremiah Wilkinson,California,G,29,25.9,G,14.8,92,41.0,78,79.3,84,31.7,78,1.9,72,1.4,76,0.7,76,0.1,75,78
286,Elias Cato,Central Arkansas,F,27,30.1,F,14.8,96,44.8,74,80.0,90,29.2,82,5.3,84,1.0,80,0.7,82,0.7,82,83
287,Garry Clark,Texas A&M-Corpus Christi,F,31,28.7,F,14.8,96,55.1,85,57.9,74,29.2,82,7.7,96,1.2,82,0.6,80,0.5,78,84
288,Jakobi Heady,Central Michigan,G,29,35.8,G,14.8,92,43.3,82,79.9,84,22.1,66,6.5,99,1.6,77,1.1,84,0.3,84,83
289,Barry Dunning Jr.,South Alabama,F,31,32.6,F,14.7,96,45.6,75,74.7,86,31.1,83,7.0,93,2.2,96,0.9,88,0.3,74,86
290,Miles Barnstable,Stonehill,G,31,27.3,G,14.7,92,43.6,83,86.1,89,33.0,80,3.1,81,1.1,73,1.0,82,0.4,89,83
291,Alijah Martin,Florida,G,27,30.1,G,14.7,92,44.2,83,72.5,78,36.0,83,4.7,92,2.4,83,1.7,97,0.2,80,86
292,Scotty Washington,Cal State Northridge,G,29,28.3,G,14.7,92,44.0,83,87.0,90,36.1,84,3.1,81,1.4,76,1.0,82,0.3,84,84
293,Brandon Walker,Montana State,F,29,21.2,F,14.7,96,52.8,83,54.5,71,38.6,88,4.9,82,1.6,88,0.6,80,0.2,71,82
294,Ryan Sabol,Buffalo,G,29,33.7,G,14.7,92,41.3,79,86.8,90,36.2,84,2.9,79,2.0,80,0.8,78,0.0,71,81
295,TJ Simpkins,Elon,G,28,29.1,G,14.7,92,41.0,78,81.5,85,26.1,71,3.9,86,3.0,88,1.6,94,0.4,89,85
296,Honor Huff,Chattanooga,G,31,35.2,G,14.7,92,42.7,81,85.1,88,41.7,90,1.9,72,2.3,82,1.0,82,0.1,75,82
297,Matthew-Alexander Moncrieffe,Seattle U,F,25,28.5,F,14.6,96,56.3,87,67.4,81,0.0,66,9.6,99,1.2,82,1.0,91,0.5,78,85
298,Kezza Giffa,High Point,G,30,28.4,G,14.6,92,44.4,84,85.7,89,32.1,79,2.5,76,2.5,84,0.4,69,0.0,71,80
299,Mehki Ellison,Stetson,G,32,29.3,G,14.6,92,43.9,83,78.3,83,36.6,84,2.7,78,2.5,84,0.8,78,0.0,71,81
300,Kam Woods,Robert Morris,G,26,35.5,G,14.6,92,37.2,72,61.7,69,28.7,74,4.7,92,5.1,99,1.8,99,0.1,75,84
301,Elias Ralph,Pacific,F,32,31.7,F,14.6,96,46.9,76,74.8,86,26.9,81,7.2,94,1.7,89,0.8,85,1.2,93,87
302,VJ Edgecombe,Baylor,G,27,31.9,G,14.6,92,43.6,83,77.3,82,35.5,83,5.4,96,3.3,90,2.1,99,0.6,97,90
303,Tyon Grant-Foster,Grand Canyon,G,22,27.5,G,14.6,92,39.0,75,69.1,75,21.4,66,6.2,99,2.1,81,1.9,99,1.6,99,85
304,Bubu Benjamin,Tarleton State,G,29,35.8,G,14.6,92,44.8,84,77.8,82,38.3,86,4.8,92,1.8,79,1.6,94,0.5,93,87
305,CJ Hines,Alabama State,G,28,29.1,G,14.6,92,42.8,81,74.1,79,37.9,86,3.1,81,2.5,84,1.0,82,0.1,75,82
306,Mason Falslev,Utah State,G,30,32.3,G,14.6,92,49.6,92,56.3,64,40.9,89,6.1,99,3.7,93,2.3,99,0.1,75,87
307,Melvin Council Jr.,St. Bonaventure,G,29,36.8,G,14.6,92,44.9,85,83.6,87,31.2,78,5.3,96,4.1,96,2.0,99,0.4,89,90
308,All Wright,Valparaiso,G,31,28.9,G,14.5,92,39.6,76,80.9,85,35.4,83,2.2,74,2.4,83,0.8,78,0.2,80,81
309,Cruz Davis,Hofstra,G,30,35.0,G,14.5,92,41.9,80,74.6,80,38.2,86,3.8,85,4.2,97,1.5,92,0.2,80,86
310,Will Sydnor,Manhattan,F,27,29.9,F,14.5,96,45.8,75,60.8,76,35.4,86,6.8,92,1.5,86,0.7,82,1.1,90,85
311,D'Maurian Williams,High Point,G,28,28.0,G,14.5,92,47.2,88,83.6,87,40.2,89,3.6,84,2.4,83,0.8,78,0.1,75,84
312,Thomas Sorber,Georgetown,F,24,31.3,F,14.5,96,53.2,83,72.4,84,16.2,75,8.5,99,2.4,98,1.5,99,2.0,99,91
313,Rob Martin,Southeast Missouri State,G,31,31.1,G,14.5,92,46.1,87,83.3,87,40.8,89,2.5,76,4.6,99,1.0,82,0.2,80,86
314,Jalin Anderson,Incarnate Word,PG,29,31.5,PG,14.5,86,40.0,80,75.3,76,39.0,85,3.2,89,5.0,93,1.2,82,0.4,98,86
315,Great Osobor,Washington,F,29,30.9,F,14.5,96,46.5,76,61.5,77,25.0,80,8.3,99,3.3,99,1.9,99,0.5,78,88
316,Marcus Randolph,Saint Peter's,G,26,35.5,G,14.5,92,34.1,67,80.6,85,33.1,80,3.3,82,1.8,79,0.9,80,0.1,75,80
317,Nazir Williams,Cornell,G,25,27.3,G,14.4,92,50.0,93,81.2,85,36.1,84,4.4,90,3.7,93,0.9,80,0.1,75,86
318,Wooga Poplar,Villanova,G,30,31.2,G,14.4,92,45.5,86,86.4,90,37.5,85,6.8,99,1.5,76,1.4,90,0.2,80,87
319,Teddy Washington Jr.,Southeast Missouri State,G,30,32.5,G,14.4,92,39.5,76,78.0,82,29.8,76,5.4,96,2.5,84,1.9,99,0.4,89,86
320,Zhuric Phelps,Texas A&M,G,28,28.1,G,14.4,92,37.9,73,71.3,77,27.9,73,5.2,95,2.3,82,1.9,99,0.1,75,83
321,AC Bryant,Alabama A&M,G,28,24.0,G,14.4,92,48.9,91,66.9,73,41.6,90,4.5,90,1.5,76,1.4,90,0.1,75,84
322,Robert Hinton,Harvard,G,26,30.1,G,14.4,92,47.6,89,76.9,82,36.4,84,4.0,87,1.8,79,1.2,86,0.0,71,83
323,Max Mackinnon,Portland,G,31,27.9,G,14.4,92,46.6,87,89.2,92,40.4,89,4.8,92,3.1,88,0.7,76,0.3,84,87
324,Jalen Sullinger,Kent State,G,29,29.1,G,14.4,92,42.1,80,87.4,90,34.9,82,1.8,72,1.9,79,1.0,82,0.1,75,81
325,Jakevion Buckley,Southeastern Louisiana,G,30,29.7,G,14.4,92,46.9,88,74.4,79,25.5,71,4.5,90,4.1,96,1.8,99,0.1,75,86
326,Donovan Newby,UNC Wilmington,G,31,32.0,G,14.4,92,39.6,76,87.7,91,36.3,84,2.7,78,3.5,91,1.2,86,0.1,75,84
327,Themus Fulks,Milwaukee,G,31,34.1,G,14.4,92,46.8,88,80.5,85,27.5,73,3.1,81,5.9,99,1.4,90,0.0,71,84
328,AJ Clayton,Ohio,F,26,27.9,F,14.4,96,46.5,76,81.7,91,36.4,87,5.4,85,1.0,80,0.6,80,1.5,99,86
329,Isaac McKneely,Virginia,G,29,34.4,G,14.4,92,44.5,84,81.0,85,42.4,91,2.8,78,3.0,88,0.9,80,0.1,75,84
330,Jordan Jones,Central Connecticut,G,29,29.0,G,14.4,92,47.1,88,81.0,85,36.0,83,3.3,82,3.6,92,1.4,90,0.0,71,85
331,Augustas Marciulionis,Saint Mary's,G,31,34.9,G,14.4,92,44.7,84,79.8,84,35.8,83,2.8,78,6.1,99,1.4,90,0.1,75,85
332,Jalen Leach,Northwestern,G,23,31.5,G,14.3,91,44.8,84,86.5,90,39.4,88,2.1,74,3.4,91,1.0,82,0.1,75,84
333,Noa Gonsalves,Utah Tech,G,29,35.0,G,14.3,91,44.9,85,88.9,92,36.4,84,2.9,79,1.5,76,1.1,84,0.2,80,83
334,Milos Ilic,Loyola (MD),F,29,26.9,F,14.3,95,52.8,83,67.5,81,35.7,86,7.4,94,2.9,99,0.8,85,0.4,76,87
335,Caleb Grill,Missouri,G,24,25.2,G,14.3,91,50.5,94,85.3,89,43.0,92,3.6,84,1.1,73,1.8,99,0.0,71,86
336,Corey Tripp,Wofford,G,30,28.3,G,14.3,91,43.9,83,81.7,86,34.6,82,3.9,86,3.1,88,0.9,80,0.3,84,85
337,Alexis Marmolejos,Lamar,G,30,30.1,G,14.3,91,40.7,78,74.4,79,39.1,87,3.0,80,2.1,81,1.1,84,0.0,71,81
338,Jean Aranguren,Hofstra,G,31,32.8,G,14.3,91,40.7,78,72.3,78,34.7,82,5.6,98,4.2,97,1.1,84,0.3,84,86
339,Marcus Millender,UTSA,PG,28,34.1,PG,14.3,86,43.9,85,88.4,88,43.8,91,2.6,83,3.4,83,1.8,94,0.0,70,85
340,Anthony Selden,Gardner-Webb,G,29,30.5,G,14.3,91,46.6,87,64.4,71,28.4,74,3.9,86,1.9,79,0.4,69,0.9,99,82
341,Tyler Whitney-Sidney,Lehigh,G,29,30.3,G,14.3,91,48.1,90,74.5,80,35.4,83,3.2,81,1.9,79,0.7,76,0.0,71,81
342,Byron Joshua,Albany,G,26,34.8,G,14.3,91,41.0,78,85.6,89,31.7,78,3.4,83,3.0,88,1.7,97,0.0,71,84
343,LJ Thomas,Austin Peay,G,30,31.2,G,14.3,91,41.6,79,79.6,84,23.8,68,4.6,91,3.8,94,1.0,82,0.1,75,83
344,Alex Karaban,Connecticut,F,27,36.1,F,14.3,95,43.4,72,82.7,92,34.0,85,5.0,83,2.9,99,0.6,80,1.6,99,88
345,Jayden Brewer,FIU,G,27,26.6,G,14.3,91,47.9,90,70.2,76,20.0,64,5.0,94,1.7,78,1.1,84,0.4,89,83
346,Will Thomas,Morgan State,F,28,26.7,F,14.3,95,45.7,75,81.8,91,42.9,90,3.6,76,1.9,92,0.9,88,0.1,69,84
347,Nate Santos,Dayton,F,29,33.0,F,14.3,95,44.7,74,74.5,86,43.4,91,5.3,84,1.5,86,0.4,74,0.0,67,82
348,Jordan Riley,East Carolina,G,29,33.6,G,14.3,91,49.3,92,72.2,78,21.5,66,5.9,99,2.0,80,2.0,99,0.6,97,87
349,Bernard Pelote,Western Carolina,F,29,28.6,F,14.3,95,42.9,72,69.7,82,35.7,86,7.4,94,1.3,84,0.6,80,0.7,82,84
350,Bobby Durkin,Davidson,F,29,33.6,F,14.3,95,41.2,70,85.0,94,37.0,87,6.1,88,2.2,96,1.3,99,0.1,69,87
351,Dez White,Missouri State,G,30,34.3,G,14.3,91,39.1,75,81.9,86,37.6,85,2.9,79,2.6,85,1.0,82,0.3,84,83
352,Alvaro Folgueiras,Robert Morris,F,31,29.1,F,14.3,95,56.3,87,77.8,88,42.0,90,9.3,99,3.0,99,1.5,99,1.1,90,93
353,Lance Ware,UT Arlington,F,24,33.3,F,14.3,95,59.1,90,57.1,73,0.0,66,9.7,99,1.3,84,1.4,99,1.6,99,88
354,Dylan Hayman,Incarnate Word,F,30,33.8,F,14.2,95,51.1,81,81.8,91,44.6,91,5.1,83,1.7,89,0.8,85,0.2,71,85
355,Sam Sherry,Elon,F,30,31.1,F,14.2,95,48.0,78,79.2,89,32.3,84,7.3,94,1.6,88,0.4,74,0.5,78,85
356,Allen Mukeba,Oakland,F,30,30.9,F,14.2,95,56.1,86,61.0,76,0.0,66,7.6,95,2.2,96,0.9,88,1.3,95,87
357,Tyrese Hunter,Memphis,G,28,34.5,G,14.2,91,42.0,80,76.5,81,40.1,88,3.9,86,3.4,91,1.4,90,0.1,75,85
